Nr.	Datum	Operator	Schicht	Kammer	vSubstr LQ	Pendel#	H2	SiH4	SC	TMB	CH4	CO2	PH3	Gas?	Gasfluss	t	p	P	Pump nach	f	del	Ts	Th	Th depo	Subst	Subst	Anzahl	Pr	CL	CT	UDC	Basis p	d	R	?d/d¯	Deplet	R dyn	h	FF	Voc	jsc	Rs	FF rot	jsc rot	FF blau	jsc blau	j0	n	Reflekt	Anneal	sd nT	sd vT/oT	sph	Photosens	Krist (%)	Krist (%)	Sims [O]	Sims [C]	Sims [N]	Sims [B]	Sims [?]	PDS E04	PDS a 1,2	H2	SiH4	TMB	CH4	CO2	PH3		Bemerkung					Hilfe-Spalten					
11D0093	28.01.2011	AF	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	3					9.00E-07	19.8	1.1		73.1		7.33	71.2	517	19.92	3.1	71.6	10.03	70.4	3.02	2.83E-05	1.52	Ag-1	30' 160°C						67.4								2976.01	5.36	1.01				1,5,6	"Zick-Zack; 52+-5 sccm; 33 periods; 76s --> 41 nm/period"					#NV	#NV	35	#NV	#NV	2
11D0094	28.01.2011	AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig												8.14	68.5	507	23.47	2.9	70.1	13.61	69	2.92	3.56E-05	1.51	ZnO/Ag-5	35' 160°C																		209.21								#NV	#NV	#NV	#NV	#NV	2
11D0095	28.01.2011	AF	µc(i)	1			3000	52	1.06							2508	12.5	555		13.56		180		236	10x10	ZnO	3					9.00E-07	1277.99	5.1	2.13	56.9		8.32	68.7	515	23.48	3.1	70.5	13.5	69.3	2.92	3.42E-05	1.53	ZnO/Ag-6	35' 160°C														2976.01	31.87											102	#NV	#NV	#NV	#NV	2
11D0096	28.01.2011	AF	a(n)	1			582	93	8.77				22.7			85	4	34		13.56		180			10x10	ZnO	3						15.22	1.79		11.18																												593.16	57				14.13							#NV	#NV	#NV	#NV	#NV	2
11D0097	28.01.2011	AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										209.21								#NV	#NV	#NV	#NV	#NV	2
																																	1313																																											#NV	#NV	#NV	#NV	#NV	#NV
11D0098	31.01.2011	AF	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2					9.00E-07	19.8	1.1		73.1		7.07	71.3	509	19.47	2.8	72.2	10.24	70.6	2.71	1.30E-05	1.39	Ag-1	35' 160°C						66.7								2976.01	5.36	1.01				1,5	std µc-Si auf altem Einsatz,auf neuem Carrier					#NV	#NV	39	#NV	#NV	2
11D0099	31.01.2011	AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig												7.95	67.4	503	23.46	2.9	68.9	13.79	68.6	2.77	3.05E-05	1.47	ZnO/Ag-5	35' 160°C																		209.21								#NV	#NV	#NV	#NV	#NV	2
11D0100	31.01.2011	AF	µc(i)	1			3000	52	1.06							2580	12.5	555		13.56		180		236	10x10	ZnO	2					9.00E-07	1331.99	5.16	1.9	57.65																												2976.01	31.87											106	#NV	#NV	#NV	#NV	2
11D0101	31.01.2011	AF	a(n)	1			582	93	8.77				22.7			85	4	34		13.56		180			10x10	ZnO	2						15.22	1.79		11.18																												593.16	57				14.13							#NV	#NV	#NV	#NV	#NV	2
11D0102	31.01.2011	AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										209.21								#NV	#NV	#NV	#NV	#NV	2
																																	1367																																											#NV	#NV	#NV	#NV	#NV	#NV
11D0103	31.01.2011	AF	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	3					9.00E-07	19.8	1.1		73.1		6.58	70.8	505	18.39	2.8	71.5	9.46	70.7	2.65	1.13E-05	1.37	Ag-1	1h50m 160°C						60.8								2976.01	5.36	1.01				1,5,6	"Zick-Zack; 50+-20 sccm; 33 periods; 80s --> 41 nm/period"					#NV	#NV	43	#NV	#NV	2
11D0104	31.01.2011	AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig												7.59	67.5	501	22.43	2.9	69.2	13.09	69.7	2.69	2.45E-05	1.47	ZnO/Ag-5	35' 160°C																		209.21								#NV	#NV	#NV	#NV	#NV	2
11D0105	31.01.2011	AF	µc(i)	1			3000	50	1.04							2640	12.5	555		13.56		180		236	10x10	ZnO	3					9.00E-07	1303.65	4.94	3.63	56.44		7.75	68.1	508	22.42	3	69.6	12.96	69.2	2.69	3.90E-05	1.55	ZnO/Ag-6	35' 160°C														2976.01	31.13											110	#NV	#NV	#NV	#NV	2
11D0106	31.01.2011	AF	a(n)	1			582	93	8.77				22.7			85	4	34		13.56		180			10x10	ZnO	3						15.22	1.79		11.18																												593.16	57				14.13							#NV	#NV	#NV	#NV	#NV	2
11D0107	31.01.2011	AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										209.21								#NV	#NV	#NV	#NV	#NV	2
																																	2581.5																																											#NV	#NV	#NV	#NV	#NV	#NV
11D0108	31.01.2011	AF	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	3					9.00E-07	19.8	1.1		73.1		5.79	65.5	489	18.06	4	67.8	9.39	67.9	2.6	3.63E-05	1.49	Ag-1	35' 160°C						49.3								2976.01	5.36	1.01				1,5,6	"Zick-Zack; 47+-30 sccm; 33 periods; 87s --> 41 nm/period"					#NV	#NV	47	#NV	#NV	2
11D0109	31.01.2011	AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig												6.7	66.5	502	20.09	3.1	68	11.94	67.1	2.35	4.15E-05	1.52	ZnO/Ag-5	35' 160°C																		209.21			MFC SiH4 schaltet um bei 20 sccm!					#NV	#NV	#NV	#NV	#NV	2
11D0110	31.01.2011	AF	µc(i)	1			3000	47	0.97							2871	12.5	555		13.56		180		233	10x10	ZnO	3					9.00E-07	1300.32	4.53	5.5	55.07		6.54	64.8	510	19.8	3.8	66.6	11.77	66.4	2.29	4.12E-05	1.58	ZnO/Ag-6	35' 160°C														2976.01	29.27											114	#NV	#NV	#NV	#NV	2
11D0111	31.01.2011	AF	a(n)	1			582	93	8.77				22.7			85	4	34		13.56		180			10x10	ZnO	3						15.22	1.79		11.18																												593.16	57				14.13							#NV	#NV	#NV	#NV	#NV	2
11D0112	31.01.2011	AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										209.21								#NV	#NV	#NV	#NV	#NV	2
																																	1335.33																																						change of remote plasma source, mounting aluminum plate to electrode frame (PC2)					#NV	#NV	#NV	#NV	#NV	#NV
11D0113	01.02.2011	KD	NF3	2																60																																																			1st NF3 etching on aluminum plate					#NV	#NV	#NV	#NV	#NV	2
																																																																							open PC2 for pictures of aluminum plate					#NV	#NV	#NV	#NV	#NV	#NV
11D0114	02.02.2011	KD	NF3	2																60																																																			2nd NF3 etching on aluminum plate, cleaning of electrodes					#NV	#NV	#NV	#NV	#NV	2
																																																																							open PC2, taking off aluminum plate, change of exhaust for FTIR (also opened PC3 exhaust to make it fit)					#NV	#NV	#NV	#NV	#NV	#NV
11D0115	03.02.2011	KD	NF3	2																60																																																			"3rd NF3 etching of old carrier; 35' with 3500/1000 sccm (NF3/Ar); butterfly valve at 20%"					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0116	04.02.2011	DW	a(i)	1			329	80	12.4							2700	4	33		13.56		180		263																																								346.39	49.03						cover layer on carrier in PC1					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0117	04.02.2011	TZ	a(p)	1			278	41	7.93	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	3					9.00E-07	9	1.8		25.09		8.75	73.9	895	13.23	5.9	74.8	3.93	74.7	2.97	5.25E-10	1.46																296.54	25.53	7.7	22.92				like 11D0051 but thinner i-layer					#NV	#NV	#NV	#NV	#NV	2
11D0118	04.02.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												9.42	73.9	884	14.42	4.7	74.8	5.15	74.1	2.85	4.97E-10	1.44																				209.21								#NV	#NV	#NV	#NV	#NV	2
11D0119	04.02.2011	TZ	a(i)	1			329	80	12.4							570	4	100		13.56		180		264	10x10	Asahi-U	3					9.00E-07	322.12	5.65	2.15	41.02		9.41	73.2	887	14.43	4.8	74.8	5.08	74.4	2.86	4.81E-10	1.44																346.39	49.03											130	#NV	#NV	#NV	#NV	2
11D0120	04.02.2011	TZ	a(n)	1			582	93	8.77				22.7			85	4	34		13.56		180			10x10	Asahi-U	3						15.22	1.79		11.18																												593.16	57				14.13							#NV	#NV	#NV	#NV	#NV	2
11D0121	04.02.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										209.21								#NV	#NV	#NV	#NV	#NV	2
																																	346.33																																											#NV	#NV	#NV	#NV	#NV	#NV
11D0123	07.02.2011	TM	a(p)	1			278	41	7.93	6.1	28					75	4	27		13.56		180			10x10	Asahi-U	4					9.00E-07						11.4	70.6	1383	11.6	15.39							ZnO/Ag-1	U														296.54	25.53	7.7	22.92			1,6,7,9	same tandem cell as 10D1427					#NV	#NV	#NV	#NV	#NV	2
11D0124	07.02.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig												11.7	70.9	1380	11.9	15.05							ZnO/Ag-6	VU																		209.21			pos.6 Asahi VU					#NV	#NV	#NV	#NV	#NV	2
11D0125	07.02.2011	TM	a(i)	1			1056	40	2.29							300	4	33		13.56		180			10x10	Asahi-U	4					9.00E-07						10.9	68.3	1380	11.6	20.8							ZnO/Ag-7	U														1064.04	24.91						FF low, Voc high, Jsc high, Rs 15Ohm high compare to 9Ohm 					#NV	#NV	#NV	#NV	#NV	2
11D0125	07.02.2011	TM	a(i)	1			329	80	12.4							1700	4	33		13.56		180		261	10x10	Asahi-U	4											11.2	70	1381	11.6	16.7							ZnO/Ag-9	U														346.39	49.03						QE jsc (11.6 / 11.8) pos. 1, cell 16					#NV	#NV	#NV	#NV	#NV	2
11D0126	07.02.2011	TM	a(n)	1			582	93	8.77				22.7			51	4	34		13.56		180			10x10	Asahi-U	4																																					593.16	57				14.13		QE jsc (11.9 / 12.1) pos.6  cell 17 Asahi VU					#NV	#NV	#NV	#NV	#NV	2
11D0127	07.02.2011	TM	µc(n)	1			3000	18	0.38				4			126	12.5	400		13.56		180			10x10	Asahi-U	4					1.00E-02																																2976.01	11.21				2.38		QE jsc (11.6 / 11.7) pos.7 , cell 16					#NV	#NV	#NV	#NV	#NV	2
11D0128	07.02.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										209.21			QE jsc (11.6 /11.6) pos.9 , cell 17					#NV	#NV	#NV	#NV	#NV	2
11D0129	07.02.2011	TM	µc(p)	1			3000	8.6	0.18	0.8						132	12.5	400		13.56		180			10x10	Asahi-U	4					9.00E-07																																2976.01	5.36	1.01					next bottom thinner					#NV	#NV	#NV	#NV	#NV	2
11D0130	07.02.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										209.21			different ZnO back contact, The back contact was done 2 days later					#NV	#NV	#NV	#NV	#NV	2
11D0131	07.02.2011	TM	µc(i)	1			3000	54	1.1							3840	12.5	520		13.56		180		234	10x10	Asahi-U	4					9.00E-07	2581.5	6.72	1.12	72.29																												2976.01	33.09						top limitted					238	#NV	#NV	#NV	#NV	2
11D0132	07.02.2011	TM	a(n)	1			582	93	8.77				22.7			120	4	34		13.56		180			10x10	Asahi-U	4																																					593.16	57				14.13							#NV	#NV	#NV	#NV	#NV	2
11D0133	07.02.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										209.21								#NV	#NV	#NV	#NV	#NV	2
																																	2581.5																																											#NV	#NV	#NV	#NV	#NV	#NV
11D0134	07.02.2011	AF	µc(i) seed	1			300	8.6	1.66							180	12.5	400		13.56		180										2.00E-06																																318.08	5.36											#NV	#NV	#NV	#NV	#NV	2
11D0135	07.02.2011	AF	µc(i)	1			3000	44	0.91							211	12.5	520		13.56		180																																										2976.01	27.4											#NV	#NV	#NV	#NV	#NV	2
11D0136	07.02.2011	AF	µc(i)	1			3000	44-80								3894	12.5	520		13.56		180		232																																								2976.01							OES: 100 nm/Schicht, 60s H2 ätzen (nicht abpumpen zwischen Schritten)					#NV	#NV	#NV	#NV	#NV	2
11D0137	07.02.2011	AF	µc(i)	1			3000	44-80								5321	12.5	520		13.56		180		241																																								2976.01							"OES: 100 nm 44sccm Schicht; danach 100 nm/Schicht+60s H2 ätzen; Zwischendurch Plasma aus+abpumpen"					#NV	#NV	#NV	#NV	#NV	2
11D0138	07.02.2011	AF	µc(i)	1			3000	44-80								2494	12.5	520		13.56		180		253																																								2976.01							"OES: 100 nm 44sccm Schicht; danach 20 nm/Schicht+30s H2 ätzen; Zwischendurch Plasma aus+abpumpen"					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0139	08.02.2011	KD	NF3	2																60			280		40x40	Übrig	1																																												"finish etching old carrier; 1000/3500 (Ar/NF3);butterfly at 25% (power off for higher pressures). FTIR Data01"					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0140	08.02.2011	KD	a-Si(i)	1			329	80	12.4							2700	4	33		13.56			270		40x40	Übrig	1																																					346.39	49.03						500 nm a-Si. Pictures 101-0215…0219					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0141	08.02.2011	KD	NF3	2																60			280		40x40	Übrig	1																																												"1st etch step; 1000/3500 (Ar/NF3);butterfly at 25%. FTIR Data02. Picture 101-0220…0223"					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0142	08.02.2011	KD	NF3	2																60			280		40x40	Übrig	1																																												"2nd etch step; 1000/3500 (Ar/NF3);butterfly at 25%. FTIR Data03"					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0143	08.02.2011	KD	a-Si(i)	1			329	80	12.4							2700	4	33		13.56			270		40x40	Übrig	1																																					346.39	49.03						500 nm a-Si. Picture 101-0224					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0144	08.02.2011	KD	NF3	2																60			280		40x40	Übrig	1																																												"1st etch step; 1000/3500 (Ar/NF3);butterfly at 100%. 30sek; FTIR Data04; picture 101-0225"					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0145	08.02.2011	KD	NF3	2																60			280		40x40	Übrig	1																																												"2nd etch step; 1000/3500 (Ar/NF3);butterfly at 25%; afterwards test of different process parameters for stability. FTIR Data05"					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0146	09.02.2011	KD	a-Si(i)	1			329	80	12.4							2700	4	33		13.56			270		40x40	Übrig	1																																					346.39	49.03						500 nm a-Si					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0147	09.02.2011	KD	NF3	2																60			280		40x40	Übrig	1																																												"1st etch step; 1000/3500 (Ar/NF3);chamber pressure 4mbar; 30sek; picture 101-0226. FTIR Data01"					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0148	09.02.2011	KD	NF3	2																60			280		40x40	Übrig	1																																												"2nd etch step; 1000/3500 (Ar/NF3);chamber pressure 4mbar. FTIR Data02"					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0149	09.02.2011	KD	a-Si(i)	1			329	80	12.4							2700	4	33		13.56			270		40x40	Übrig	1																																					346.39	49.03						500 nm a-Si					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0150	09.02.2011	KD	NF3	2																60			280		40x40	Übrig	1																																												"1st etch step; 0/3500 (Ar/NF3);chamber pressure 4mbar --> shut down of RPS --> finish etching; no picture. FTIR Data03"					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0151	09.02.2011	KD	a-Si(i)	1			329	80	12.4							2700	4	33		13.56			270		40x40	Übrig	1																																					346.39	49.03						500 nm a-Si					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0152	09.02.2011	KD	NF3	2																60			280		40x40	Übrig	1																																												"1st etch step; 1000/3500 (Ar/NF3);butterfly open; 30sek; picture 101-0227. FTIR Data04"					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0153	09.02.2011	KD	NF3	2																60			280		40x40	Übrig	1																																												"2nd etch step; 1000/3500 (Ar/NF3);butterfly open. FTIR Data05"					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0154	09.02.2011	KD	a-Si(i)	1			329	80	12.4							2700	4	33		13.56			270		40x40	Übrig	1																																					346.39	49.03						500 nm a-Si					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0155	09.02.2011	KD	NF3	2																60			280		40x40	Übrig	1																																												"1st etch step; 1000/1200 (Ar/NF3);chamber pressure 10mbar; 30sek; picture 101-0228. FTIR Data06"					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0156	09.02.2011	KD	NF3	2																60			280		40x40	Übrig	1																																												"2nd etch step; 1000/1200 (Ar/NF3);chamber pressure 10mbar. FTIR Data07"					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0157	10.02.2011	KD	a-Si(i)	1			329	80	12.4							2700	4	33		13.56			270		40x40	Übrig	1																																					346.39	49.03						500 nm a-Si					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0158	10.02.2011	KD	NF3	2																60			280		40x40	Übrig	1																																												"1st etch step; 500/600 (Ar/NF3);chamber pressure 10mbar; 30sek; picture 101-0229. FTIR Data01"					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0159	10.02.2011	KD	NF3	2																60			280		40x40	Übrig	1																																												"2nd etch step; 500/600 (Ar/NF3);chamber pressure 1.5mbar. FTIR Data02"					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0160	10.02.2011	KD	a-Si(i)	1			329	80	12.4							2700	4	33		13.56			270		40x40	Übrig	1																																					346.39	49.03						500 nm a-Si					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0161	10.02.2011	KD	NF3	2																60			280		40x40	Übrig	1																																												"1st etch step; 500/600 (Ar/NF3);chamber pressure 1.5mbar; 30sek; picture 101-0235. FTIR Data03"					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0162	10.02.2011	KD	NF3	2																60			280		40x40	Übrig	1																																												"2nd etch step; 0/1200 (Ar/NF3);different chamber pressures (RPS fails above 6mbar). FTIR Data04"					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0163	10.02.2011	KD	a-Si(i)	1			329	80	12.4							2700	4	33		13.56			270		40x40	Übrig	1																																					346.39	49.03						500 nm a-Si					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0164	10.02.2011	KD	NF3	2																60			280		40x40	Übrig	1																																												"1st etch step; 0/3500 (Ar/NF3); RPS fails for 4mbar and 3mbar; no picture; finish etching. FTIR Data05"					#NV	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0165	10.02.2011	KD	NF3	2																60			280		40x40	Übrig	1																																												"2nd etch step; 0/3500 (Ar/NF3);butterfly open. FTIR Data06"					#NV	#NV	#NV	#NV	#NV	2
																																																																							matchboxes in PC2 reinstalled (capacitors have been replaced by FAP)					#NV	#NV	#NV	#NV	#NV	#NV
11D0166	10.02.2011	KD	a-Si(i)	2	0	0	350	250	29.46							900	1	40 / 44		60		180		~280									380.17	4.22	3.94	9.81																												366.84	153.22						test layer for thickness measurements (target 0.5 µm). FTIR Data07					158	#NV	#NV	#NV	#NV	2
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0167	11.02.2011	KD	a-Si(i)	2	0	0	350	250	29.42							1800	1	40 / 44		60			280		Dummy	Übrig																																						370.13	154.26						target on electrode: 1.5 µm total					#NV	#NV	#NV	#NV	#NV	14
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
